long,lat,order,hole,piece,id,group
104.18716001,35.641644,172,FALSE,1,62010000,62010000.1
104.18402999,35.644131,173,FALSE,1,62010000,62010000.1
104.18171999,35.647308,174,FALSE,1,62010000,62010000.1
104.17945002,35.648655,175,FALSE,1,62010000,62010000.1
104.17692001,35.64908601,176,FALSE,1,62010000,62010000.1
104.17241,35.64971901,177,FALSE,1,62010000,62010000.1
104.16708,35.648514,178,FALSE,1,62010000,62010000.1
104.16372001,35.64801801,179,FALSE,1,62010000,62010000.1
104.15952,35.64728199,180,FALSE,1,62010000,62010000.1
104.15730999,35.64473301,181,FALSE,1,62010000,62010000.1
104.15457,35.640579,182,FALSE,1,62010000,62010000.1
104.15294,35.63781,183,FALSE,1,62010000,62010000.1
104.15044001,35.63617701,184,FALSE,1,62010000,62010000.1
104.14629,35.632233,185,FALSE,1,62010000,62010000.1
104.14185002,35.62920399,186,FALSE,1,62010000,62010000.1
104.13597001,35.62753299,187,FALSE,1,62010000,62010000.1
104.13037001,35.62632,188,FALSE,1,62010000,62010000.1
104.12726999,35.62719699,189,FALSE,1,62010000,62010000.1
104.12526999,35.629005,190,FALSE,1,62010000,62010000.1
104.12298999,35.63058099,191,FALSE,1,62010000,62010000.1
104.12013001,35.63306799,192,FALSE,1,62010000,62010000.1
104.11588001,35.63484999,193,FALSE,1,62010000,62010000.1
104.11305999,35.63550201,194,FALSE,1,62010000,62010000.1
104.10854001,35.63682201,195,FALSE,1,62010000,62010000.1
104.10372,35.63905299,196,FALSE,1,62010000,62010000.1
104.09747,35.64241401,197,FALSE,1,62010000,62010000.1
104.09237001,35.6451,198,FALSE,1,62010000,62010000.1
104.09063999,35.64736899,199,FALSE,1,62010000,62010000.1
104.08946001,35.65010499,200,FALSE,1,62010000,62010000.1
104.08631999,35.652813,201,FALSE,1,62010000,62010000.1
104.08259,35.65712001,202,FALSE,1,62010000,62010000.1
104.08054001,35.66167401,203,FALSE,1,62010000,62010000.1
104.07683998,35.66391801,204,FALSE,1,62010000,62010000.1
104.07256001,35.667072,205,FALSE,1,62010000,62010000.1
104.06860001,35.66862501,206,FALSE,1,62010000,62010000.1
104.06714,35.67158901,207,FALSE,1,62010000,62010000.1
104.06428998,35.673843,208,FALSE,1,62010000,62010000.1
104.06144,35.67541101,209,FALSE,1,62010000,62010000.1
104.05946,35.6763,210,FALSE,1,62010000,62010000.1
104.05689,35.67810099,211,FALSE,1,62010000,62010000.1
104.05432999,35.679672,212,FALSE,1,62010000,62010000.1
104.05064,35.68168599,213,FALSE,1,62010000,62010000.1
104.04692,35.685078,214,FALSE,1,62010000,62010000.1
104.04376999,35.68778601,215,FALSE,1,62010000,62010000.1
104.03976999,35.69117001,216,FALSE,1,62010000,62010000.1
104.03518999,35.695236,217,FALSE,1,62010000,62010000.1
104.03064002,35.69792601,218,FALSE,1,62010000,62010000.1
104.02633998,35.702454,219,FALSE,1,62010000,62010000.1
104.02260999,35.70606999,220,FALSE,1,62010000,62010000.1
104.01947001,35.70854601,221,FALSE,1,62010000,62010000.1
104.01434,35.712147,222,FALSE,1,62010000,62010000.1
104.01005,35.71552701,223,FALSE,1,62010000,62010000.1
104.00690001,35.71846401,224,FALSE,1,62010000,62010000.1
104.00092998,35.721363,225,FALSE,1,62010000,62010000.1
103.99694999,35.72383101,226,FALSE,1,62010000,62010000.1
103.99323999,35.72607399,227,FALSE,1,62010000,62010000.1
103.98983,35.72808801,228,FALSE,1,62010000,62010000.1
103.98554,35.73124299,229,FALSE,1,62010000,62010000.1
103.98186001,35.73256701,230,FALSE,1,62010000,62010000.1
103.97757001,35.73594699,231,FALSE,1,62010000,62010000.1
103.97329001,35.73909801,232,FALSE,1,62010000,62010000.1
103.96931001,35.74064601,233,FALSE,1,62010000,62010000.1
103.96478,35.74242,234,FALSE,1,62010000,62010000.1
103.96079,35.74488801,235,FALSE,1,62010000,62010000.1
103.95708001,35.74735599,236,FALSE,1,62010000,62010000.1
103.95395,35.749374,237,FALSE,1,62010000,62010000.1
103.95219001,35.75233101,238,FALSE,1,62010000,62010000.1
103.95016001,35.755737,239,FALSE,1,62010000,62010000.1
103.94787001,35.75776701,240,FALSE,1,62010000,62010000.1
103.94501,35.75979201,241,FALSE,1,62010000,62010000.1
103.94215999,35.761356,242,FALSE,1,62010000,62010000.1
103.93958001,35.76384,243,FALSE,1,62010000,62010000.1
103.93504001,35.76538101,244,FALSE,1,62010000,62010000.1
103.93109,35.766018,245,FALSE,1,62010000,62010000.1
103.92770001,35.766888,246,FALSE,1,62010000,62010000.1
103.92459999,35.766846,247,FALSE,1,62010000,62010000.1
103.91780001,35.768814,248,FALSE,1,62010000,62010000.1
103.91440999,35.769684,249,FALSE,1,62010000,62010000.1
103.90986002,35.77168299,250,FALSE,1,62010000,62010000.1
103.90644999,35.773239,251,FALSE,1,62010000,62010000.1
103.90331001,35.775486,252,FALSE,1,62010000,62010000.1
103.90016999,35.77750401,253,FALSE,1,62010000,62010000.1
103.89648,35.778828,254,FALSE,1,62010000,62010000.1
103.89278001,35.78060901,255,FALSE,1,62010000,62010000.1
103.88991,35.78331801,256,FALSE,1,62010000,62010000.1
103.88703999,35.78602599,257,FALSE,1,62010000,62010000.1
103.88444002,35.789196,258,FALSE,1,62010000,62010000.1
103.88267999,35.79215199,259,FALSE,1,62010000,62010000.1
103.88097,35.79349899,260,FALSE,1,62010000,62010000.1
103.87865,35.79644799,261,FALSE,1,62010000,62010000.1
103.87578999,35.79869799,262,FALSE,1,62010000,62010000.1
103.87295001,35.80002999,263,FALSE,1,62010000,62010000.1
103.87014999,35.79907599,264,FALSE,1,62010000,62010000.1
103.86764001,35.79789699,265,FALSE,1,62010000,62010000.1
103.86542,35.796261,266,FALSE,1,62010000,62010000.1
103.86292999,35.79393399,267,FALSE,1,62010000,62010000.1
103.85963999,35.78976399,268,FALSE,1,62010000,62010000.1
103.85742001,35.78813199,269,FALSE,1,62010000,62010000.1
103.85496999,35.78466,270,FALSE,1,62010000,62010000.1
103.85133999,35.78277999,271,FALSE,1,62010000,62010000.1
103.84848002,35.78502999,272,FALSE,1,62010000,62010000.1
103.84811999,35.78846001,273,FALSE,1,62010000,62010000.1
103.84780002,35.79028299,274,FALSE,1,62010000,62010000.1
103.84746998,35.79280101,275,FALSE,1,62010000,62010000.1
103.84657001,35.795307,276,FALSE,1,62010000,62010000.1
103.84595,35.79781701,277,FALSE,1,62010000,62010000.1
103.84560001,35.80147899,278,FALSE,1,62010000,62010000.1
103.84499,35.80330299,279,FALSE,1,62010000,62010000.1
103.84437,35.80627101,280,FALSE,1,62010000,62010000.1
103.84373,35.80992501,281,FALSE,1,62010000,62010000.1
103.84338,35.81312601,282,FALSE,1,62010000,62010000.1
103.84274,35.816322,283,FALSE,1,62010000,62010000.1
103.84097001,35.82019401,284,FALSE,1,62010000,62010000.1
103.83948999,35.823837,285,FALSE,1,62010000,62010000.1
103.8377,35.82839199,286,FALSE,1,62010000,62010000.1
103.83590999,35.83271799,287,FALSE,1,62010000,62010000.1
103.83414,35.836815,288,FALSE,1,62010000,62010000.1
103.83094999,35.84089299,289,FALSE,1,62010000,62010000.1
103.82975001,35.84408199,290,FALSE,1,62010000,62010000.1
103.82459999,35.8479,291,FALSE,1,62010000,62010000.1
103.82203999,35.84923899,292,FALSE,1,62010000,62010000.1
103.82002999,35.850582,293,FALSE,1,62010000,62010000.1
103.81718001,35.85214599,294,FALSE,1,62010000,62010000.1
103.81490001,35.85326001,295,FALSE,1,62010000,62010000.1
103.81260001,35.85551499,296,FALSE,1,62010000,62010000.1
103.80891001,35.856834,297,FALSE,1,62010000,62010000.1
103.80492002,35.858379,298,FALSE,1,62010000,62010000.1
103.80153999,35.85879099,299,FALSE,1,62010000,62010000.1
103.79792999,35.856216,300,FALSE,1,62010000,62010000.1
103.79397999,35.856159,301,FALSE,1,62010000,62010000.1
103.79178001,35.85384,302,FALSE,1,62010000,62010000.1
103.78646001,35.851929,303,FALSE,1,62010000,62010000.1
103.78227,35.85026199,304,FALSE,1,62010000,62010000.1
103.77753002,35.84813301,305,FALSE,1,62010000,62010000.1
103.77272,35.84897601,306,FALSE,1,62010000,62010000.1
103.76983999,35.85145599,307,FALSE,1,62010000,62010000.1
103.77006,35.85443499,308,FALSE,1,62010000,62010000.1
103.77083999,35.85719301,309,FALSE,1,62010000,62010000.1
103.77161001,35.86086999,310,FALSE,1,62010000,62010000.1
103.77157002,35.86293399,311,FALSE,1,62010000,62010000.1
103.77177,35.866596,312,FALSE,1,62010000,62010000.1
103.77304,35.87256999,313,FALSE,1,62010000,62010000.1
103.77379999,35.87670501,314,FALSE,1,62010000,62010000.1
103.77398001,35.881062,315,FALSE,1,62010000,62010000.1
103.77417999,35.884956,316,FALSE,1,62010000,62010000.1
103.77266001,35.88997299,317,FALSE,1,62010000,62010000.1
103.77147999,35.892246,318,FALSE,1,62010000,62010000.1
103.76833001,35.89448901,319,FALSE,1,62010000,62010000.1
103.76519999,35.895588,320,FALSE,1,62010000,62010000.1
103.76178001,35.89714101,321,FALSE,1,62010000,62010000.1
103.75669999,35.89752201,322,FALSE,1,62010000,62010000.1
103.75214001,35.89928799,323,FALSE,1,62010000,62010000.1
103.74871999,35.90129901,324,FALSE,1,62010000,62010000.1
103.74473,35.90329701,325,FALSE,1,62010000,62010000.1
103.73842,35.90778399,326,FALSE,1,62010000,62010000.1
103.73472001,35.90933199,327,FALSE,1,62010000,62010000.1
103.73299001,35.91067899,328,FALSE,1,62010000,62010000.1
103.72928999,35.91222801,329,FALSE,1,62010000,62010000.1
103.72529999,35.914227,330,FALSE,1,62010000,62010000.1
103.72098999,35.917599,331,FALSE,1,62010000,62010000.1
103.71699,35.92005501,332,FALSE,1,62010000,62010000.1
103.71379999,35.92367199,333,FALSE,1,62010000,62010000.1
103.71033,35.92728399,334,FALSE,1,62010000,62010000.1
103.70292998,35.930607,335,FALSE,1,62010000,62010000.1
103.69896998,35.93100399,336,FALSE,1,62010000,62010000.1
103.69557999,35.93117901,337,FALSE,1,62010000,62010000.1
103.69135999,35.93042799,338,FALSE,1,62010000,62010000.1
103.68770999,35.92991601,339,FALSE,1,62010000,62010000.1
103.68375999,35.92985199,340,FALSE,1,62010000,62010000.1
103.67981999,35.929104,341,FALSE,1,62010000,62010000.1
103.67644999,35.928825,342,FALSE,1,62010000,62010000.1
103.67250999,35.928303,343,FALSE,1,62010000,62010000.1
103.66886999,35.927334,344,FALSE,1,62010000,62010000.1
103.66553,35.92544601,345,FALSE,1,62010000,62010000.1
103.66162999,35.92309599,346,FALSE,1,62010000,62010000.1
103.65659,35.92141299,347,FALSE,1,62010000,62010000.1
103.65148001,35.92271001,348,FALSE,1,62010000,62010000.1
103.64835,35.92380099,349,FALSE,1,62010000,62010000.1
103.64295001,35.925549,350,FALSE,1,62010000,62010000.1
103.63749999,35.92958799,351,FALSE,1,62010000,62010000.1
103.63486999,35.93343699,352,FALSE,1,62010000,62010000.1
103.63143001,35.93567301,353,FALSE,1,62010000,62010000.1
103.62800999,35.93699301,354,FALSE,1,62010000,62010000.1
103.62343001,35.93989899,355,FALSE,1,62010000,62010000.1
103.61773999,35.94163899,356,FALSE,1,62010000,62010000.1
103.61628,35.94390501,357,FALSE,1,62010000,62010000.1
103.61509999,35.94617799,358,FALSE,1,62010000,62010000.1
103.61474999,35.94892101,359,FALSE,1,62010000,62010000.1
103.61298,35.95232799,360,FALSE,1,62010000,62010000.1
103.61148999,35.95527999,361,FALSE,1,62010000,62010000.1
103.60973,35.95823301,362,FALSE,1,62010000,62010000.1
103.60936,35.96165799,363,FALSE,1,62010000,62010000.1
103.60814999,35.96507601,364,FALSE,1,62010000,62010000.1
103.60891001,35.96875401,365,FALSE,1,62010000,62010000.1
103.61052998,35.971527,366,FALSE,1,62010000,62010000.1
103.61188001,35.97429699,367,FALSE,1,62010000,62010000.1
103.61491001,35.97709299,368,FALSE,1,62010000,62010000.1
103.61625001,35.98032,369,FALSE,1,62010000,62010000.1
103.61701,35.98376799,370,FALSE,1,62010000,62010000.1
103.61636,35.98742301,371,FALSE,1,62010000,62010000.1
103.61655001,35.991318,372,FALSE,1,62010000,62010000.1
103.61562,35.99474001,373,FALSE,1,62010000,62010000.1
103.6133,35.997219,374,FALSE,1,62010000,62010000.1
103.61146999,36.00000399,375,FALSE,1,62010000,62010000.1
103.60922002,36.00534399,376,FALSE,1,62010000,62010000.1
103.61196001,36.00640899,377,FALSE,1,62010000,62010000.1
103.61526001,36.0075,378,FALSE,1,62010000,62010000.1
103.62014001,36.010059,379,FALSE,1,62010000,62010000.1
103.62196,36.01199301,380,FALSE,1,62010000,62010000.1
103.62262,36.014328,381,FALSE,1,62010000,62010000.1
103.62357,36.016674,382,FALSE,1,62010000,62010000.1
103.62395999,36.01876401,383,FALSE,1,62010000,62010000.1
103.62408002,36.02084001,384,FALSE,1,62010000,62010000.1
103.62471998,36.023403,385,FALSE,1,62010000,62010000.1
103.61812002,36.02833899,386,FALSE,1,62010000,62010000.1
103.616,36.03006699,387,FALSE,1,62010000,62010000.1
103.61269,36.03265401,388,FALSE,1,62010000,62010000.1
103.61114999,36.03417999,389,FALSE,1,62010000,62010000.1
103.60787999,36.03630399,390,FALSE,1,62010000,62010000.1
103.60586999,36.043785,391,FALSE,1,62010000,62010000.1
103.60419999,36.046917,392,FALSE,1,62010000,62010000.1
103.60286999,36.049374,393,FALSE,1,62010000,62010000.1
103.60239001,36.051876,394,FALSE,1,62010000,62010000.1
103.60208,36.05577099,395,FALSE,1,62010000,62010000.1
103.60193999,36.05760201,396,FALSE,1,62010000,62010000.1
103.60201001,36.060135,397,FALSE,1,62010000,62010000.1
103.60183,36.062424,398,FALSE,1,62010000,62010000.1
103.59805001,36.06728001,399,FALSE,1,62010000,62010000.1
103.59418,36.06983601,400,FALSE,1,62010000,62010000.1
103.59098999,36.070812,401,FALSE,1,62010000,62010000.1
103.58867999,36.07138401,402,FALSE,1,62010000,62010000.1
103.58463,36.07254801,403,FALSE,1,62010000,62010000.1
103.58171,36.07376901,404,FALSE,1,62010000,62010000.1
103.57738,36.07492101,405,FALSE,1,62010000,62010000.1
103.57216999,36.07648101,406,FALSE,1,62010000,62010000.1
103.5675,36.07830399,407,FALSE,1,62010000,62010000.1
103.56001999,36.07997499,408,FALSE,1,62010000,62010000.1
103.55563,36.08181,409,FALSE,1,62010000,62010000.1
103.55035,36.08428599,410,FALSE,1,62010000,62010000.1
103.54536,36.08654799,411,FALSE,1,62010000,62010000.1
103.54008,36.08902401,412,FALSE,1,62010000,62010000.1
103.53537001,36.091305,413,FALSE,1,62010000,62010000.1
103.53042001,36.093105,414,FALSE,1,62010000,62010000.1
103.52284001,36.09592101,415,FALSE,1,62010000,62010000.1
103.51701,36.09813699,416,FALSE,1,62010000,62010000.1
103.50912999,36.10116201,417,FALSE,1,62010000,62010000.1
103.50217,36.10676601,418,FALSE,1,62010000,62010000.1
103.49815,36.107697,419,FALSE,1,62010000,62010000.1
103.49377001,36.10930299,420,FALSE,1,62010000,62010000.1
103.4883,36.110619,421,FALSE,1,62010000,62010000.1
103.48368,36.11174799,422,FALSE,1,62010000,62010000.1
103.48023001,36.11248401,423,FALSE,1,62010000,62010000.1
103.47651999,36.11297199,424,FALSE,1,62010000,62010000.1
103.47311,36.11301801,425,FALSE,1,62010000,62010000.1
103.47056999,36.11310999,426,FALSE,1,62010000,62010000.1
103.46749,36.112713,427,FALSE,1,62010000,62010000.1
103.46449,36.11140101,428,FALSE,1,62010000,62010000.1
103.46146001,36.11031699,429,FALSE,1,62010000,62010000.1
103.45959,36.10907001,430,FALSE,1,62010000,62010000.1
103.4586,36.10740699,431,FALSE,1,62010000,62010000.1
103.45712001,36.10479699,432,FALSE,1,62010000,62010000.1
103.45627,36.10130301,433,FALSE,1,62010000,62010000.1
103.4549,36.09732099,434,FALSE,1,62010000,62010000.1
103.45401999,36.094284,435,FALSE,1,62010000,62010000.1
103.45216001,36.089355,436,FALSE,1,62010000,62010000.1
103.45041999,36.086502,437,FALSE,1,62010000,62010000.1
103.44677999,36.082626,438,FALSE,1,62010000,62010000.1
103.44357002,36.08038299,439,FALSE,1,62010000,62010000.1
103.44007,36.078354,440,FALSE,1,62010000,62010000.1
103.43647,36.07746501,441,FALSE,1,62010000,62010000.1
103.43126999,36.07534401,442,FALSE,1,62010000,62010000.1
103.42683001,36.07441299,443,FALSE,1,62010000,62010000.1
103.42124,36.07365,444,FALSE,1,62010000,62010000.1
103.41391001,36.07693101,445,FALSE,1,62010000,62010000.1
103.41068,36.07836201,446,FALSE,1,62010000,62010000.1
103.40830001,36.079842,447,FALSE,1,62010000,62010000.1
103.40504001,36.08173401,448,FALSE,1,62010000,62010000.1
103.40199002,36.084324,449,FALSE,1,62010000,62010000.1
103.40018,36.08583501,450,FALSE,1,62010000,62010000.1
103.39877001,36.08920701,451,FALSE,1,62010000,62010000.1
103.39423,36.09608799,452,FALSE,1,62010000,62010000.1
103.39265999,36.09806799,453,FALSE,1,62010000,62010000.1
103.39161,36.10053999,454,FALSE,1,62010000,62010000.1
103.39209002,36.10493901,455,FALSE,1,62010000,62010000.1
103.39095,36.108555,456,FALSE,1,62010000,62010000.1
103.38722001,36.112488,457,FALSE,1,62010000,62010000.1
103.38452001,36.11441001,458,FALSE,1,62010000,62010000.1
103.38193001,36.11495601,459,FALSE,1,62010000,62010000.1
103.37907,36.11526099,460,FALSE,1,62010000,62010000.1
